gen,idx,total_index,WN,LN,WP,LP,MC,CF,RL,FREQ,AMPRF,TEMP,Area,VOUTMAX,POUT_AVG,PIN_AVG,PCE,PIDBM,DELTAVO,FOM1,FOM2,FOM3,cost
1,26,126,1.88E-05,9.08E-07,2.00E-05,4.60E-07,10,4,78270.5,9.20E+08,0.5,27,1.85E-09,0.564174,4.01E-06,5.33E-06,75.3385,-22.7353,0.00307273,606.313,13784.7,24433.5,933.436
1,27,127,6.65E-06,7.52E-07,1.72E-05,6.79E-07,10,5,16768.1,9.20E+08,0.5,27,2.03E-09,0.472623,1.30E-05,2.02E-05,64.598,-16.9562,0.00659303,435.512,7384.62,15624.8,4162.41
1,28,128,5.00E-07,6.77E-07,1.49E-05,7.54E-07,2,3,500000,9.20E+08,0.5,27,8.23E-10,0.634696,7.73E-07,1.11E-06,69.7948,-29.5542,0.0131124,631.909,18675.6,29424.5,2311.99
1,29,129,2.10E-06,5.05E-07,1.01E-05,2.36E-07,2,2,236009,9.20E+08,0.5,27,6.07E-10,0.703817,2.04E-06,3.87E-06,52.6388,-24.1205,0.0183837,528.484,12747.3,18111.7,10472.5
1,30,130,5.00E-07,1.80E-07,1.10E-05,9.71E-07,2,1,500000,9.20E+08,0.5,27,4.22E-10,0.49461,4.77E-07,5.87E-07,81.2839,-32.3173,0.00283352,573.5,18533.9,37471.9,138.094
1,31,131,8.48E-06,9.46E-07,1.23E-05,5.43E-07,6,2,353730,9.20E+08,0.5,27,1.03E-09,0.570814,9.08E-07,1.36E-06,66.9821,-28.6781,0.00224505,545.405,15641.2,27401.6,3246.45
1,32,132,2.68E-06,7.49E-07,1.30E-05,2.26E-07,2,2,85074.3,9.20E+08,0.5,27,6.10E-10,0.628658,4.48E-06,6.19E-06,72.4182,-22.0828,0.0195986,649.424,14341.1,22812.2,1583.02
1,33,133,1.16E-05,5.78E-07,8.28E-07,3.19E-07,3,1,500000,9.20E+08,0.5,27,5.14E-10,0.483412,4.50E-07,1.10E-06,40.804,-29.5738,0.00091808,281.376,8321.36,17213.8,19532.9
1,34,134,1.99E-05,7.27E-07,2.00E-05,1.80E-07,10,1,350233,9.20E+08,0.5,27,1.24E-09,0.335157,2.92E-07,5.64E-07,51.7877,-32.4852,0.000618968,247.595,8043.16,23998.2,11030.8
1,35,135,5.00E-07,3.29E-07,1.72E-05,1.00E-06,3,4,433584,9.20E+08,0.5,27,1.13E-09,0.647389,9.31E-07,1.21E-06,76.9985,-29.1758,0.0127155,711.072,20746.1,32045.8,640.247
1,36,136,6.72E-06,5.16E-07,1.64E-05,1.80E-07,8,4,79826.8,9.20E+08,0.5,27,1.61E-09,0.709366,6.18E-06,1.14E-05,54.2664,-19.4362,0.0118345,549.121,10672.8,15045.5,9445.55
1,37,137,9.55E-06,2.36E-07,1.69E-05,9.36E-07,3,2,56211.1,9.20E+08,0.5,27,7.36E-10,0.383846,2.53E-06,3.91E-06,64.8332,-24.0828,0.00819186,354.994,8549.22,22272.6,4067.09
1,38,138,4.56E-06,1.00E-06,1.16E-05,2.91E-07,2,4,116206,9.20E+08,0.5,27,1.02E-09,0.704772,4.14E-06,6.50E-06,63.759,-21.8741,0.0209834,640.997,14021.2,19894.7,4511.81
1,39,139,4.78E-06,7.15E-07,7.46E-06,5.75E-07,6,3,368720,9.20E+08,0.5,27,1.22E-09,0.696252,1.30E-06,2.94E-06,44.2061,-25.3168,0.0035323,439.051,11115.4,15964.6,16641.4
1,40,140,1.34E-05,5.76E-07,6.64E-06,6.12E-07,2,4,39233.7,9.20E+08,0.5,27,1.02E-09,0.534477,7.04E-06,1.23E-05,57.2513,-19.1019,0.0151682,436.496,8337.89,15600.1,7699.91
1,41,141,4.63E-06,1.00E-06,3.90E-06,8.57E-07,8,5,43400.4,9.20E+08,0.5,27,1.82E-09,0.479467,5.17E-06,1.00E-05,51.6638,-20.0002,0.0033931,353.355,7067.18,14739.7,11113
1,42,142,1.88E-05,1.00E-06,1.56E-05,8.87E-07,10,2,500000,9.20E+08,0.5,27,1.47E-09,0.46583,4.09E-07,7.11E-07,57.4897,-31.4789,0.00108095,382.018,12025.5,25815.2,7568.15
1,43,143,2.00E-05,1.80E-07,1.78E-05,8.28E-07,7,2,439944,9.20E+08,0.5,27,1.14E-09,0.50675,5.67E-07,1.54E-06,36.7997,-28.1204,0.00241414,266.014,7480.4,14761.5,23232.7
1,44,144,1.36E-05,1.00E-06,8.74E-06,1.80E-07,10,4,103242,9.20E+08,0.5,27,1.83E-09,0.658611,4.15E-06,6.61E-06,62.8046,-21.7952,0.00412734,590.047,12860.2,19526.2,4926.36
1,45,145,1.61E-05,7.28E-07,1.82E-05,1.00E-06,10,4,10000,9.20E+08,0.5,27,1.86E-09,0.172898,2.87E-06,9.97E-06,28.7846,-20.0124,0.0055646,70.9929,1420.74,8217.21,31602.6
1,46,146,5.00E-07,9.92E-07,2.45E-06,9.89E-07,3,4,384758,9.20E+08,0.5,27,1.11E-09,0.709035,1.27E-06,2.00E-06,63.4033,-26.9965,0.00417881,641.277,17312.3,24416.7,4664.18
1,47,147,1.04E-05,2.96E-07,2.00E-05,9.23E-07,6,1,500000,9.20E+08,0.5,27,8.43E-10,0.340225,2.03E-07,3.84E-07,52.8195,-34.1526,0.00177165,256.346,8754.89,25732.6,10356.1
1,48,148,1.70E-05,9.75E-07,1.49E-05,4.52E-07,7,1,180306,9.20E+08,0.5,27,9.47E-10,0.230865,2.74E-07,6.00E-07,45.6279,-32.2197,0.000902265,150.264,4841.44,20970.9,15502.2
1,49,149,1.27E-05,9.48E-07,6.88E-06,3.07E-07,5,1,283976,9.20E+08,0.5,27,7.28E-10,0.448995,6.92E-07,9.22E-07,75.0376,-30.3539,0.00113633,480.603,14588.2,32490.7,992.52
2,0,150,1.40E-05,4.04E-07,1.57E-05,1.00E-06,10,2,10000,9.20E+08,0.5,27,1.44E-09,0.0744676,5.27E-07,3.62E-06,14.5752,-24.4141,0.00295086,15.4828,377.999,5076.02,49597.9
2,1,151,1.30E-05,9.61E-07,5.00E-07,3.76E-07,3,1,500000,9.20E+08,0.5,27,5.25E-10,0.284752,1.51E-07,4.81E-07,31.3298,-33.1818,0.000492325,127.26,4222.7,14829.4,28805.3
2,2,152,1.06E-05,7.95E-07,1.22E-06,3.20E-07,6,4,92140.3,9.20E+08,0.5,27,1.42E-09,0.552561,3.24E-06,7.34E-06,44.1246,-21.3426,0.0022644,347.798,7422.9,13433.6,16708
2,3,153,1.45E-05,3.19E-07,7.60E-06,4.58E-07,2,1,10000,9.20E+08,0.5,27,4.16E-10,0.0778896,5.37E-07,3.90E-06,13.7749,-24.0911,0.00867762,15.3051,368.716,4733.83,50731.5
2,4,154,8.50E-06,9.23E-07,1.80E-05,4.61E-07,2,1,350861,9.20E+08,0.5,27,4.32E-10,0.408749,4.63E-07,5.94E-07,77.9597,-32.2602,0.00340038,454.562,14664.2,35876,495.718
2,5,155,1.17E-05,6.97E-07,1.48E-05,8.70E-07,5,1,237852,9.20E+08,0.5,27,7.42E-10,0.265223,2.74E-07,5.27E-07,51.9533,-32.7835,0.00166295,196.558,6443.88,24296,10921.3
2,6,156,7.26E-06,3.33E-07,8.14E-06,7.01E-07,8,4,10000,9.20E+08,0.5,27,1.62E-09,0.291697,8.22E-06,2.41E-05,34.1527,-16.1874,0.00814384,142.11,2300.38,7886.22,25854.8
2,7,157,6.08E-06,4.67E-07,1.23E-05,2.39E-07,2,2,119327,9.20E+08,0.5,27,6.12E-10,0.646818,3.41E-06,5.23E-06,65.2356,-22.8132,0.0163161,601.912,13731.5,21229.4,3906.32
2,8,158,1.82E-05,5.39E-07,1.60E-05,4.56E-07,5,2,183795,9.20E+08,0.5,27,9.34E-10,0.515256,1.42E-06,1.99E-06,71.5368,-27.0101,0.00271476,525.797,14201.8,27562.7,1812.58
2,9,159,2.00E-05,9.00E-07,1.64E-05,7.28E-07,10,5,10000,9.20E+08,0.5,27,2.06E-09,0.263777,6.74E-06,1.68E-05,40.1189,-17.7498,0.0064322,150.957,2679.46,10158,20143.5
2,10,160,1.11E-05,5.26E-07,1.30E-05,1.00E-06,6,1,500000,9.20E+08,0.5,27,8.38E-10,0.382729,2.63E-07,3.92E-07,67.0971,-34.0681,0.00162628,366.32,12479.8,32607.5,3205.25
2,11,161,2.33E-06,9.23E-07,1.33E-05,1.00E-06,5,2,407283,9.20E+08,0.5,27,9.31E-10,0.559686,7.50E-07,9.08E-07,82.5902,-30.4196,0.00288161,659.386,20058.2,35838.3,58.0717
2,12,162,1.34E-05,1.80E-07,1.59E-05,3.79E-07,7,3,10000,9.20E+08,0.5,27,1.32E-09,0.431921,1.80E-05,3.10E-05,57.9768,-15.0896,0.0145276,357.211,5390.16,12479.5,7302.56
2,13,163,8.70E-06,6.20E-07,8.11E-06,1.00E-06,4,4,170497,9.20E+08,0.5,27,1.23E-09,0.641804,2.38E-06,4.47E-06,53.2895,-23.4978,0.00529665,487.877,11464,17862.2,10055.6
2,14,164,7.80E-06,9.11E-07,5.00E-07,7.97E-07,4,3,167014,9.20E+08,0.5,27,1.02E-09,0.27493,4.32E-07,2.91E-06,14.88,-25.3666,0.0010161,58.3566,1480.31,5384.3,49168.6
2,15,165,1.50E-05,1.00E-06,1.48E-06,9.75E-07,9,3,256378,9.20E+08,0.5,27,1.53E-09,0.43618,6.68E-07,2.08E-06,32.1311,-26.822,0.000800218,199.921,5362.28,12293.7,27951.2
2,16,166,2.15E-06,1.80E-07,9.38E-06,3.19E-07,2,2,10000,9.20E+08,0.5,27,6.07E-10,0.453124,1.86E-05,3.20E-05,58.1363,-14.9424,0.0425274,375.778,5615.03,12391.8,7216.61
2,17,167,2.00E-05,4.03E-07,8.10E-06,1.80E-07,8,3,44213,9.20E+08,0.5,27,1.42E-09,0.611324,8.33E-06,1.29E-05,64.4421,-18.884,0.00615184,561.963,10612.1,17359.2,4226.29
2,18,168,5.89E-06,2.13E-07,1.19E-05,2.34E-07,6,2,10000,9.20E+08,0.5,27,1.01E-09,0.491171,2.31E-05,3.45E-05,67.1175,-14.6235,0.0188181,470.256,6876.78,14000.8,3198.27
2,19,169,2.00E-05,5.08E-07,1.35E-05,7.93E-07,9,2,252951,9.20E+08,0.5,27,1.34E-09,0.487452,9.06E-07,1.52E-06,59.5103,-28.1741,0.00131652,413.8,11658.4,23917.1,6497.23
2,20,170,4.05E-06,6.77E-07,1.21E-05,1.80E-07,4,3,149271,9.20E+08,0.5,27,1.01E-09,0.714495,3.33E-06,6.56E-06,50.7031,-21.8293,0.0165957,516.773,11280.8,15788.5,11762.8
2,21,171,1.58E-05,6.62E-07,2.42E-06,6.12E-07,2,5,10000,9.20E+08,0.5,27,1.22E-09,0.127219,1.45E-06,1.27E-05,11.4619,-18.9644,0.0125705,20.8006,394.472,3100.73,54079.6
2,22,172,1.44E-05,4.02E-07,1.91E-05,9.53E-07,2,3,211416,9.20E+08,0.5,27,8.48E-10,0.548239,1.40E-06,2.38E-06,58.6597,-26.2285,0.00736358,458.75,12032.4,21947.3,6938.1
2,23,173,8.15E-06,6.18E-07,1.32E-05,2.56E-07,2,2,10000,9.20E+08,0.5,27,6.17E-10,0.380776,1.31E-05,2.30E-05,56.8869,-16.3743,0.0366114,308.993,5059.54,13287.5,7903.57
2,24,174,5.00E-07,1.80E-07,1.20E-05,9.25E-07,2,1,478208,9.20E+08,0.5,27,4.22E-10,0.482657,4.74E-07,5.94E-07,79.7632,-32.2616,0.00282712,549.17,17717.1,36707.4,274.248
2,25,175,1.97E-05,1.80E-07,1.49E-05,1.00E-06,8,3,39853.2,9.20E+08,0.5,27,1.44E-09,0.381107,3.52E-06,7.54E-06,46.7469,-21.2272,0.00538991,254.136,5394.58,14155,14633.1
2,26,176,1.88E-05,4.20E-07,1.89E-05,4.60E-07,7,2,346458,9.20E+08,0.5,27,1.13E-09,0.523201,7.78E-07,1.45E-06,53.7073,-28.3891,0.00203415,400.838,11379.4,21749.6,9792.34
2,27,177,1.73E-05,6.45E-07,1.72E-05,1.80E-07,2,1,373454,9.20E+08,0.5,27,4.29E-10,0.403538,4.27E-07,6.11E-07,69.9442,-32.142,0.00273457,402.627,12941.3,32069.5,2266.83
2,28,178,2.00E-05,5.10E-07,1.38E-05,2.96E-07,8,2,196913,9.20E+08,0.5,27,1.23E-09,0.539558,1.46E-06,2.44E-06,59.7957,-26.124,0.00213252,460.229,12023,22283.1,6352.59
2,29,179,1.13E-05,7.76E-07,1.05E-05,1.80E-07,8,2,102333,9.20E+08,0.5,27,1.22E-09,0.588674,3.35E-06,4.56E-06,73.3603,-23.41,0.00356669,616.031,14421.3,24497.9,1354.81
2,30,180,5.00E-07,1.80E-07,8.58E-06,7.74E-07,4,4,500000,9.20E+08,0.5,27,1.21E-09,0.745512,1.09E-06,2.41E-06,45.2232,-26.181,0.00817847,480.93,12591.2,16889.4,15821.9
2,31,181,8.48E-06,1.00E-06,1.50E-05,1.80E-07,10,4,10000,9.20E+08,0.5,27,1.82E-09,0.493627,2.36E-05,3.58E-05,65.8613,-14.4559,0.0130167,463.762,6704.09,13581.3,3663.8
