gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
0,42,43,2.57296e-07,2,10,6.745665e-06,9.271472e-06,2,9.978608e-06,3.831763e-05,1,4,4.190621e-07,9.770003e-06,8,2,1.07113,4.924904e-07,3,10,9.872479e-06,2.393174e+09,0.01379751,1.897666,0.9488332,-99.72277,-122.5981,-175.9042,-178.7796,0.476226
0,43,44,3.161936e-07,1,10,5.313759e-06,6.105567e-06,6,6.166055e-06,4.480087e-05,1,8,2.149395e-07,7.802059e-06,10,2,0.978613,2.848604e-07,2,8,6.617052e-06,1.419834e+09,0.009180667,2.059371,1.029685,-92.17065,-118.2554,-165.5867,-171.6714,0.6435028
0,44,45,3.610707e-07,1,8,6.564575e-06,5.357729e-06,4,8.432216e-06,4.570334e-05,1,4,4.138096e-07,6.197947e-06,9,4,0.8333161,4.253314e-07,1,9,9.999358e-06,2.723092e+09,0.005101919,1.699236,0.8496182,-83.91167,-111.9427,-165.5356,-173.5667,0.2150154
0,45,46,4.32294e-07,2,9,9.488023e-06,9.303476e-06,7,5.966373e-06,3.737448e-05,1,4,4.807419e-07,6.832662e-06,10,1,0.7557772,2.510399e-07,2,7,9.542214e-06,3.207294e+09,0.005750558,1.686879,0.8434397,-95.69358,-119.6007,-178.2193,-182.1263,0.1348576
0,46,47,4.725044e-07,3,6,8.223656e-06,9.030409e-06,9,7.359964e-06,4.982458e-05,1,6,4.061581e-07,8.285936e-06,7,1,0.9273291,2.460452e-07,4,6,6.998329e-06,1.645023e+09,0.006485799,1.853006,0.926503,-101.3811,-124.497,-177.5849,-180.7008,0.4966531
0,47,48,2.556629e-07,2,9,5.881325e-06,7.59576e-06,7,6.168142e-06,4.06398e-05,1,4,4.466845e-07,8.912158e-06,6,3,1.18613,4.748304e-07,2,9,6.966688e-06,2.682375e+09,0.0109246,1.914067,0.9570337,-99.46177,-121.9313,-177.6481,-180.1176,0.2895751
0,48,49,2.431016e-07,3,10,9.519683e-06,5.87168e-06,3,9.554819e-06,4.136801e-05,1,8,3.969275e-07,9.142745e-06,5,4,1.007154,2.412473e-07,2,6,7.125131e-06,1.365554e+09,0.01534343,2.10264,1.05132,-92.50769,-118.0303,-163.3546,-168.8773,0.9672299
0,49,50,4.621313e-07,1,9,8.575247e-06,9.399314e-06,2,5.574655e-06,4.698082e-05,1,4,4.068397e-07,6.8943e-06,8,2,0.8816545,3.150476e-07,3,8,6.664938e-06,3.021228e+09,0.006438489,1.876588,0.9382941,-94.31672,-118.4465,-175.8325,-179.9623,0.2100436
1,0,51,4.897828e-07,1,7,9.547672e-06,6.758462e-06,9,8.272179e-06,3.04214e-05,1,3,4.807927e-07,6.020411e-06,7,4,0.8796904,2.654902e-07,2,6,8.516489e-06,4.049751e+09,0.005761481,1.384018,0.6920089,-82.45982,-110.3158,-167.003,-174.8591,0.03010928
1,1,52,2.406109e-07,3,8,8.250795e-06,7.860306e-06,5,8.488679e-06,3.783479e-05,1,6,3.784074e-07,8.453173e-06,7,3,1.113133,3.87378e-07,2,8,6.970457e-06,1.843341e+09,0.01443563,2.034144,1.017072,-97.75473,-121.2709,-171.4725,-174.9886,0.712689
1,2,53,2.243469e-07,2,6,7.008739e-06,8.638805e-06,6,9.038281e-06,4.49162e-05,1,4,4.087981e-07,7.937856e-06,8,3,0.8515926,2.606923e-07,4,7,8.999378e-06,2.220944e+09,0.01164122,1.897311,0.9486555,-97.44323,-122.4756,-173.714,-178.7464,0.3960255
1,3,54,4.743351e-07,3,6,5.216017e-06,9.322284e-06,9,5.124314e-06,4.61624e-05,1,5,2.008536e-07,7.000758e-06,7,1,0.8759928,3.567475e-07,2,6,8.612272e-06,2.409018e+09,0.006706652,1.893062,0.9465308,-95.24534,-120.4564,-174.6171,-179.8282,0.3270992
