gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
5.0,1.0,302.0,4.233603e-07,2.0,6.0,6.838755e-06,7.034541e-06,7.0,7.568859e-06,3.690812e-05,1.0,3.0,3.466753e-07,6.240985e-06,5.0,1.0,0.9288562,2.783862e-07,1.0,9.0,7.364702e-06,5060124000.0,0.003809193,1.485755,0.7428777,-91.08645,-116.268,-179.3613,-184.5429,0.0
