time_s,X_V,Y_V,Vdiff_V
2.314000000000e-11,1.602734000000e+00,5.947296000000e-01,1.008005000000e+00
2.380000000000e-11,1.611519000000e+00,5.831175000000e-01,1.028402000000e+00
2.465000000000e-11,1.622166000000e+00,5.685187000000e-01,1.053648000000e+00
2.600000000000e-11,1.637556000000e+00,5.464090000000e-01,1.091147000000e+00
2.712000000000e-11,1.649288000000e+00,5.287350000000e-01,1.120553000000e+00
2.847000000000e-11,1.662110000000e+00,5.085547000000e-01,1.153556000000e+00
2.953000000000e-11,1.671361000000e+00,4.933773000000e-01,1.177984000000e+00
3.059000000000e-11,1.679818000000e+00,4.789911000000e-01,1.200826000000e+00
3.211000000000e-11,1.690658000000e+00,4.597018000000e-01,1.230956000000e+00
3.393000000000e-11,1.701792000000e+00,4.386142000000e-01,1.263178000000e+00
3.612000000000e-11,1.712486000000e+00,4.165534000000e-01,1.295933000000e+00
3.785000000000e-11,1.719080000000e+00,4.014351000000e-01,1.317645000000e+00
3.967000000000e-11,1.724230000000e+00,3.880020000000e-01,1.336228000000e+00
4.222000000000e-11,1.728572000000e+00,3.733643000000e-01,1.355208000000e+00
4.506000000000e-11,1.729664000000e+00,3.628161000000e-01,1.366847000000e+00
4.771000000000e-11,1.727300000000e+00,3.585459000000e-01,1.368754000000e+00
5.060000000000e-11,1.721220000000e+00,3.599392000000e-01,1.361281000000e+00
5.390000000000e-11,1.710100000000e+00,3.691397000000e-01,1.340960000000e+00
5.758000000000e-11,1.692695000000e+00,3.887887000000e-01,1.303906000000e+00
6.198000000000e-11,1.665416000000e+00,4.246207000000e-01,1.240795000000e+00
6.519000000000e-11,1.640990000000e+00,4.589637000000e-01,1.182027000000e+00
6.771000000000e-11,1.618981000000e+00,4.905573000000e-01,1.128424000000e+00
6.987000000000e-11,1.598007000000e+00,5.205855000000e-01,1.077421000000e+00
7.171000000000e-11,1.578308000000e+00,5.482312000000e-01,1.030077000000e+00
7.330000000000e-11,1.559738000000e+00,5.734083000000e-01,9.863296000000e-01
7.467000000000e-11,1.542256000000e+00,5.960197000000e-01,9.462367000000e-01
7.586000000000e-11,1.525716000000e+00,6.162384000000e-01,9.094778000000e-01
7.693000000000e-11,1.509716000000e+00,6.346174000000e-01,8.750982000000e-01
7.792000000000e-11,1.493640000000e+00,6.519299000000e-01,8.417098000000e-01
7.892000000000e-11,1.476473000000e+00,6.692673000000e-01,8.072056000000e-01
8.004000000000e-11,1.455820000000e+00,6.888370000000e-01,7.669833000000e-01
8.128000000000e-11,1.431562000000e+00,7.105117000000e-01,7.210501000000e-01
8.244000000000e-11,1.407673000000e+00,7.309666000000e-01,6.767064000000e-01
8.340000000000e-11,1.387200000000e+00,7.481249000000e-01,6.390747000000e-01
8.429000000000e-11,1.367753000000e+00,7.643472000000e-01,6.034055000000e-01
8.516000000000e-11,1.348633000000e+00,7.804462000000e-01,5.681867000000e-01
8.601000000000e-11,1.329843000000e+00,7.966162000000e-01,5.332269000000e-01
8.685000000000e-11,1.311416000000e+00,8.129519000000e-01,4.984644000000e-01
8.771000000000e-11,1.292673000000e+00,8.300984000000e-01,4.625745000000e-01
8.874000000000e-11,1.270468000000e+00,8.510079000000e-01,4.194598000000e-01
8.996000000000e-11,1.243877000000e+00,8.765981000000e-01,3.672784000000e-01
9.084000000000e-11,1.224481000000e+00,8.954349000000e-01,3.290459000000e-01
9.165000000000e-11,1.206617000000e+00,9.128075000000e-01,2.938093000000e-01
9.252000000000e-11,1.187255000000e+00,9.316065000000e-01,2.556482000000e-01
9.372000000000e-11,1.160227000000e+00,9.577528000000e-01,2.024739000000e-01
9.485000000000e-11,1.134606000000e+00,9.824294000000e-01,1.521769000000e-01
9.610000000000e-11,1.106116000000e+00,1.009786000000e+00,9.632955000000e-02
9.802000000000e-11,1.061403000000e+00,1.052714000000e+00,8.688898000000e-03
9.957000000000e-11,1.025251000000e+00,1.087563000000e+00,-6.231236000000e-02
1.015800000000e-10,9.781061000000e-01,1.133502000000e+00,-1.553962000000e-01
1.031600000000e-10,9.415076000000e-01,1.169792000000e+00,-2.282842000000e-01
1.046300000000e-10,9.077021000000e-01,1.204081000000e+00,-2.963785000000e-01
1.061200000000e-10,8.742171000000e-01,1.239211000000e+00,-3.649934000000e-01
1.074100000000e-10,8.458072000000e-01,1.270552000000e+00,-4.247452000000e-01
1.084500000000e-10,8.238648000000e-01,1.296377000000e+00,-4.725126000000e-01
1.093000000000e-10,8.064620000000e-01,1.318344000000e+00,-5.118815000000e-01
1.100600000000e-10,7.915491000000e-01,1.338449000000e+00,-5.469004000000e-01
1.108400000000e-10,7.769083000000e-01,1.359343000000e+00,-5.824342000000e-01
1.117700000000e-10,7.601786000000e-01,1.384283000000e+00,-6.241040000000e-01
1.124600000000e-10,7.479371000000e-01,1.402895000000e+00,-6.549577000000e-01
1.130200000000e-10,7.383439000000e-01,1.417480000000e+00,-6.791362000000e-01
1.135400000000e-10,7.293742000000e-01,1.430981000000e+00,-7.016064000000e-01
1.140600000000e-10,7.203543000000e-01,1.444313000000e+00,-7.239584000000e-01
1.146600000000e-10,7.100165000000e-01,1.459170000000e+00,-7.491530000000e-01
1.154100000000e-10,6.968158000000e-01,1.477306000000e+00,-7.804906000000e-01
1.161400000000e-10,6.839596000000e-01,1.493926000000e+00,-8.099667000000e-01
1.169200000000e-10,6.698002000000e-01,1.510961000000e+00,-8.411605000000e-01
1.179300000000e-10,6.516480000000e-01,1.530913000000e+00,-8.792648000000e-01
1.188000000000e-10,6.357831000000e-01,1.546814000000e+00,-9.110313000000e-01
1.198200000000e-10,6.173063000000e-01,1.563856000000e+00,-9.465502000000e-01
1.207900000000e-10,5.997721000000e-01,1.578862000000e+00,-9.790899000000e-01
1.214800000000e-10,5.875291000000e-01,1.588797000000e+00,-1.001268000000e+00
1.221300000000e-10,5.762118000000e-01,1.597648000000e+00,-1.021436000000e+00
1.228200000000e-10,5.643755000000e-01,1.606604000000e+00,-1.042229000000e+00
1.237300000000e-10,5.491151000000e-01,1.617752000000e+00,-1.068637000000e+00
1.249700000000e-10,5.290991000000e-01,1.631768000000e+00,-1.102669000000e+00
1.261000000000e-10,5.117493000000e-01,1.643415000000e+00,-1.131666000000e+00
1.274800000000e-10,4.915637000000e-01,1.656418000000e+00,-1.164854000000e+00
1.285500000000e-10,4.767819000000e-01,1.665576000000e+00,-1.188794000000e+00
1.296300000000e-10,4.625680000000e-01,1.674090000000e+00,-1.211522000000e+00
1.312200000000e-10,4.430576000000e-01,1.685291000000e+00,-1.242233000000e+00
1.330500000000e-10,4.229463000000e-01,1.696186000000e+00,-1.273240000000e+00
1.348000000000e-10,4.059457000000e-01,1.704782000000e+00,-1.298836000000e+00
1.365000000000e-10,3.915031000000e-01,1.711521000000e+00,-1.320018000000e+00
1.382900000000e-10,3.787075000000e-01,1.716894000000e+00,-1.338186000000e+00
1.409300000000e-10,3.642644000000e-01,1.721817000000e+00,-1.357552000000e+00
1.438200000000e-10,3.545216000000e-01,1.723316000000e+00,-1.368795000000e+00
1.465500000000e-10,3.512063000000e-01,1.721180000000e+00,-1.369973000000e+00
1.494900000000e-10,3.539788000000e-01,1.715247000000e+00,-1.361269000000e+00
1.528400000000e-10,3.650136000000e-01,1.704189000000e+00,-1.339176000000e+00
1.566000000000e-10,3.871518000000e-01,1.686615000000e+00,-1.299464000000e+00
1.607400000000e-10,4.229331000000e-01,1.661276000000e+00,-1.238342000000e+00
1.638800000000e-10,4.577992000000e-01,1.637794000000e+00,-1.179995000000e+00
1.664100000000e-10,4.903722000000e-01,1.616149000000e+00,-1.125777000000e+00
1.685700000000e-10,5.212309000000e-01,1.595495000000e+00,-1.074265000000e+00
1.704100000000e-10,5.496183000000e-01,1.576047000000e+00,-1.026429000000e+00
1.719900000000e-10,5.753537000000e-01,1.557743000000e+00,-9.823894000000e-01
1.733500000000e-10,5.983555000000e-01,1.540554000000e+00,-9.421985000000e-01
1.745400000000e-10,6.188683000000e-01,1.524304000000e+00,-9.054358000000e-01
1.756000000000e-10,6.375054000000e-01,1.508573000000e+00,-8.710678000000e-01
1.765900000000e-10,6.551083000000e-01,1.492717000000e+00,-8.376084000000e-01
1.775900000000e-10,6.728694000000e-01,1.475653000000e+00,-8.027836000000e-01
1.787400000000e-10,6.933202000000e-01,1.454705000000e+00,-7.613846000000e-01
1.799800000000e-10,7.156296000000e-01,1.430476000000e+00,-7.148462000000e-01
1.811100000000e-10,7.360033000000e-01,1.407417000000e+00,-6.714134000000e-01
1.820700000000e-10,7.535104000000e-01,1.387179000000e+00,-6.336681000000e-01
1.829800000000e-10,7.703023000000e-01,1.367662000000e+00,-5.973597000000e-01
1.838700000000e-10,7.871218000000e-01,1.348278000000e+00,-5.611560000000e-01
1.847500000000e-10,8.040542000000e-01,1.329171000000e+00,-5.251169000000e-01
1.856000000000e-10,8.209920000000e-01,1.310604000000e+00,-4.896121000000e-01
1.864700000000e-10,8.385978000000e-01,1.291878000000e+00,-4.532800000000e-01
1.874900000000e-10,8.599911000000e-01,1.269735000000e+00,-4.097444000000e-01
1.887100000000e-10,8.859535000000e-01,1.243397000000e+00,-3.574436000000e-01
1.896000000000e-10,9.051278000000e-01,1.224101000000e+00,-3.189734000000e-01
1.904100000000e-10,9.229141000000e-01,1.206218000000e+00,-2.833036000000e-01
1.913000000000e-10,9.423227000000e-01,1.186667000000e+00,-2.443439000000e-01
1.925100000000e-10,9.689676000000e-01,1.159724000000e+00,-1.907562000000e-01
1.936400000000e-10,9.939708000000e-01,1.134328000000e+00,-1.403574000000e-01
1.949000000000e-10,1.022155000000e+00,1.105611000000e+00,-8.345610000000e-02
