gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
27,28,1379,3.453438e-07,2,5,5.471771e-06,1e-05,10,5e-06,4.665139e-05,1,2,4.172702e-07,6.984049e-06,5,2,0.7701691,5e-07,4,5,5e-06,5.199217e+09,0.003677004,1.059987,0.5299934,-75.11167,-103.4962,-163.7755,-172.16,0.0003784716
27,29,1380,3.727802e-07,4,10,8.278296e-06,1e-05,9,8.858816e-06,3.224406e-05,1,1,3.270705e-07,6.605125e-06,10,1,0.9425285,5e-07,4,8,5e-06,7.645281e+09,0.008672169,0.866076,0.433038,-84.96185,-111.8896,-173.2484,-180.1762,0.2490756
27,30,1381,4.696498e-07,3,5,7.272548e-06,7.356039e-06,9,6.238889e-06,4.131844e-05,1,2,3.869293e-07,7.652705e-06,7,1,1.2,5e-07,4,10,9.804313e-06,4.267807e+09,0.006689999,1.077031,0.5385154,-83.34752,-110.558,-167.6974,-174.9079,0.01664591
27,31,1382,2.782836e-07,4,9,5e-06,7.719257e-06,10,8.546013e-06,5e-05,1,2,3.928953e-07,5.075213e-06,10,1,0.7594677,4.27083e-07,2,8,5e-06,4.762681e+09,0.005078313,1.332196,0.6660979,-93.26605,-118.1913,-179.7659,-184.6911,0.0007853612
27,32,1383,5e-07,4,5,5e-06,8.236809e-06,6,9.998454e-06,5e-05,1,1,2.88467e-07,7.160994e-06,5,4,1.2,3.469893e-07,5,7,5e-06,6.985998e+09,0.01240742,1.451087,0.7255433,-89.24422,-114.7088,-175.192,-180.6566,0.1947114
27,33,1384,1.8e-07,1,8,7.133769e-06,9.634748e-06,4,6.509568e-06,3.708859e-05,1,3,4.064672e-07,8.366863e-06,7,1,1.102369,5e-07,2,8,7.127976e-06,4.568615e+09,0.005767463,1.639572,0.8197861,-91.91629,-116.5292,-177.5021,-182.115,0.01323172
27,34,1385,3.422449e-07,3,10,5e-06,1e-05,10,8.013954e-06,4.605023e-05,1,2,5e-07,8.264379e-06,9,2,0.8178364,5e-07,1,6,5e-06,4.378212e+09,0.005342637,1.258373,0.6291863,-95.39589,-119.4263,-180.9443,-184.9747,0.01133958
27,35,1386,5e-07,1,6,8.409736e-06,8.088025e-06,6,5e-06,4.15475e-05,1,3,4.116391e-07,9.438582e-06,5,3,1.2,4.476959e-07,2,6,1e-05,3.819076e+09,0.006988361,1.727207,0.8636036,-93.53443,-117.8907,-176.7298,-181.0861,0.07160652
27,36,1387,1.8e-07,1,10,5e-06,8.716994e-06,9,7.117972e-06,3e-05,1,2,4.091773e-07,7.704473e-06,8,1,1.127065,2.221631e-07,5,9,7.017945e-06,5.311992e+09,0.007584694,1.151945,0.5759723,-85.35896,-112.5386,-171.0647,-178.2444,0.001727826
27,37,1388,4.925543e-07,1,10,8.394208e-06,1e-05,10,5.10197e-06,3.326826e-05,1,3,3.066297e-07,6.208871e-06,9,2,0.75,5e-07,1,5,5.10113e-06,4.599917e+09,0.003626613,1.279349,0.6396746,-84.61348,-111.7026,-172.2735,-179.3626,0.003750503
27,38,1389,2.481886e-07,1,6,6.298891e-06,8.488791e-06,4,6.94225e-06,4.256107e-05,1,3,5e-07,7.239246e-06,5,1,1.09444,4.233932e-07,4,5,7.706506e-06,4.344739e+09,0.003388014,1.30435,0.652175,-85.68524,-111.8022,-173.1451,-179.262,0.01284109
27,39,1390,2.73883e-07,1,5,9.232746e-06,6.116696e-06,9,7.984905e-06,4.057221e-05,1,2,4.808087e-07,6.307184e-06,8,1,0.8531916,4.300609e-07,5,7,1e-05,4.747496e+09,0.004273259,0.8414536,0.4207268,-76.1252,-103.9638,-163.3469,-171.1855,0.000968663
27,40,1391,4.269331e-07,2,10,5.760885e-06,7.8501e-06,10,5e-06,3e-05,1,2,5e-07,5e-06,7,1,0.75,5e-07,4,8,8.518444e-06,6.065579e+09,0.003300316,0.6514351,0.3257176,-82.58601,-107.8765,-173.0579,-178.3483,0.03584559
