gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
21.0,0.0,1051.0,5e-07,3.0,10.0,1e-05,9.929905e-06,10.0,8.684287e-06,3e-05,1.0,2.0,2.688119e-07,5e-06,9.0,5.0,0.75,4.115354e-07,1.0,6.0,6.093249e-06,5080616000.0,0.009336126,1.394506,0.6972531,-95.65112,-119.5082,-180.0678,-183.9249,0.0
